output,fattore,S1,S1_lo,S1_hi,ST,ST_lo,ST_hi,interazione,n_valid,frazione_valida,N,trasformazione
E[Hydrogen fuel cell]@100nmi_350kt_fan,eta_motor,0.07240111133778375,0.054507161189410236,0.0907807946536668,0.0780414612358017,0.07123621665868879,0.08446153143369785,0.0056403498980179545,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,calibration_block,0.0017154851487644232,0.00023504378810071635,0.00322588356067206,0.000768034607662343,0.0007136163863408535,0.0008232129087380818,-0.0009474505411020802,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,e_battery_Wh_per_kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,fuel_cell_specific_power_kW_per_kg,0.7074668030947703,0.6506268304691264,0.7659873552658834,0.7513149487285815,0.6984359981511534,0.8085182346701629,0.04384814563381123,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,eta_fuel_cell,0.08357505030352089,0.06532959546861233,0.10208548897626196,0.09151618732478917,0.08485201316014962,0.10155249704778518,0.00794113702126828,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,liquid_hydrogen,0.0010279717703741587,-0.0008953129202154169,0.003144635952821806,0.0011003190254391738,0.0010170132186209456,0.0011918078274833102,7.234725506501507e-05,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,e_saf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,gamma_tank,0.0022042185170110264,-0.00027479475250100007,0.004884050780173708,0.00212410896198674,0.001945083510434795,0.0023130066879011903,-8.01095550242866e-05,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_350kt_fan,resto,0.003981947457418759,-0.0005680733129438904,0.008269814285534851,0.004302015149043389,0.003927801518473031,0.004654622116837904,0.00032006769162463023,2045,0.99853515625,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,oew_fan_b,0.28365886473925217,0.24249397411917803,0.32759502255092554,0.3450480402371391,0.3200328858274763,0.3825707685310203,0.061389175497886916,2002,0.9775390625,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,oew_fan_r_pivot,0.017238496388476066,0.008760978726294971,0.02757718908338415,0.02239343903869077,0.020352582235505953,0.02532133865799588,0.005154942650214704,2012,0.982421875,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,eta_motor,0.05263739154471157,0.038064263391993355,0.06667622838327754,0.06309410987268149,0.058845158830497964,0.06848514165016009,0.010456718327969919,2009,0.98095703125,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,calibration_block,0.0016419468646133922,0.00017520859498104755,0.0031899234773994493,0.0005339768936444069,0.0005005473826465287,0.0005703268528906742,-0.0011079699709689852,2013,0.98291015625,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,e_battery_Wh_per_kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.98291015625,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,fuel_cell_specific_power_kW_per_kg,0.5127532942974727,0.4666605308412565,0.5617509761500787,0.5676216189684072,0.5227707651207023,0.6172539803842201,0.0548683246709345,2003,0.97802734375,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,eta_fuel_cell,0.07207488911212837,0.05514452057107911,0.0880822582142781,0.07490089017010919,0.06909483410118714,0.08177928831556691,0.002826001057980823,2010,0.9814453125,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,liquid_hydrogen,0.0010575192934983407,-0.000727915698040636,0.0028731944779249448,0.000908765859839597,0.0008374783648147974,0.0009672781320188186,-0.00014875343365874374,2013,0.98291015625,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,e_saf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0.98291015625,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,gamma_tank,0.0012935560670398554,-0.001049986935709546,0.003675718282531478,0.0011867155271056214,0.0010429555607441865,0.0013674046210792234,-0.00010684053993423401,2013,0.98291015625,2048,log
E[Hydrogen fuel cell]@100nmi_450kt_fan,resto,0.0023997365754998366,-0.0006357521864014595,0.005710089325327639,0.0034878975689033053,0.003188699650218386,0.0037920305252354854,0.0010881609934034688,2013,0.98291015625,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,oew_fan_b,0.6448904106504032,0.5978572842679264,0.6854327392382495,0.6534882719720599,0.616587927707909,0.6882115742061674,0.008597861321656741,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,oew_fan_r_pivot,0.14697373913378167,0.12370304040680423,0.17062600257974264,0.1451909872805563,0.13490897538434402,0.15515988605467496,-0.0017827518532253783,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,eta_motor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,calibration_block,0.06700698208761935,0.049716105287736366,0.07904086974344608,0.07197686758943711,0.0675443644465651,0.0769472010218716,0.004969885501817761,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,e_battery_Wh_per_kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,fuel_cell_specific_power_kW_per_kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,eta_fuel_cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,liquid_hydrogen,0.1159453883716913,0.09580840995214837,0.13493560632022653,0.11802151696878298,0.11054487941680227,0.12631351537822638,0.002076128597091678,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,e_saf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,gamma_tank,0.013484735820604924,0.007410933096013339,0.02122189522618789,0.013715516221796157,0.01271834352396172,0.014755788953793465,0.0002307804011912329,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_350kt_fan,resto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,oew_fan_b,0.6472671053709375,0.5955379825159586,0.6893309640339135,0.655389667788203,0.6190593091070102,0.6871882363844515,0.0081225624172655,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,oew_fan_r_pivot,0.14749170728250346,0.12548420732262844,0.1707691056392994,0.14569489011366266,0.13615798425308084,0.1575093049900794,-0.0017968171688408086,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,eta_motor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,calibration_block,0.06602153927443498,0.04985364997292205,0.08058417051621375,0.07210045673179397,0.06710477500417572,0.07814420690493049,0.006078917457358987,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,e_battery_Wh_per_kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,fuel_cell_specific_power_kW_per_kg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,eta_fuel_cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,liquid_hydrogen,0.11339454662052169,0.09468412222516898,0.1327528920234877,0.11549643766557348,0.10669227873309217,0.1243102097468909,0.0021018910450517903,2048,1.0,2048,log
E[Hydrogen combustion]@100nmi_450kt_fan,e_saf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048,1.0,2048,log
